Location number,Month,State,Gross revenue,Fixed cost,Variable cost,Rental cost,Number of products,Owned,Profit Margin (Adjusted)
55,8,TX,21076390.27,5206379.61,10636789.92,97570,4379,FALSE,0.24366842112000806
55,9,TX,21013441.11,5846554.39,10778834.54,97570,4379,FALSE,0.20417799053188962
55,10,TX,15097303.12,5510386.36,7684357.36,97570,4379,FALSE,0.11955707490623647
55,11,TX,19490596.9,5149215.01,10480116.93,97570,4379,FALSE,0.19310311425095447
55,12,TX,19322608.7,5201417.43,9990485.87,97570,4379,FALSE,0.20872623684606315
56,1,CA,30281129.32,6150549.18,16886840.31,111720,4467,FALSE,0.23552687730472008
56,2,CA,30683851.26,6018253.46,16435149.09,111720,4467,FALSE,0.26459288442007656
56,3,CA,40964735.88,7885238.51,22680288.59,111720,4467,FALSE,0.2511303578310781
56,4,CA,30220239.89,7561175.34,17262993.65,111720,4467,FALSE,0.17486131543742692
56,5,CA,33451981.92,7316008.56,18699698.73,111720,4467,FALSE,0.21895726978199928
56,6,CA,38812487.81,9020249.56,21246956.16,111720,4467,FALSE,0.21728991275398482
56,7,CA,29352220.29,7152993.56,16445504.95,111720,4467,FALSE,0.19221720620304059
56,8,CA,31028528.57,6973842.7,16198164.4,111720,4467,FALSE,0.2496026020869091
56,9,CA,29394549.8,7171456.26,15612604.87,111720,4467,FALSE,0.22108753881986654
56,10,CA,30323436.3,5605307.49,16720140.05,111720,4467,FALSE,0.26007173731824057
56,11,CA,26544684.23,5687612.34,13876308.8,111720,4467,FALSE,0.2587728311432243
56,12,CA,35257304.81,6689360.63,19893788.57,111720,4467,FALSE,0.242855648103069
57,1,GA,8055890.113,3574339.09,4393884.9,140590,4323,FALSE,-0.00656958774978766
57,2,GA,14456546.7,4076860.2,8890146.24,140590,4323,FALSE,0.09331068394086119
57,3,GA,14793203.86,4302793.26,8231692.48,140590,4323,FALSE,0.14318251408184132
57,4,GA,12451966.57,4579663.51,6697199.42,140590,4323,FALSE,0.08308034190297385
57,5,GA,13556669.47,4136719.11,8170310.77,140590,4323,FALSE,0.0818084111628047
57,6,GA,18512786.99,5586349.79,10116359.61,140590,4323,FALSE,0.14419695918512807
57,7,GA,15184448.2,4542167.79,8380204.54,140590,4323,FALSE,0.13971438685536167
57,8,GA,15742291.17,4202655.58,8832587.62,140590,4323,FALSE,0.16302950709556724
57,9,GA,22587192.55,5285099.65,12703312.6,140590,4323,FALSE,0.19737691127975082
57,10,GA,16248318.15,5397591.59,9346432.91,140590,4323,FALSE,0.08392891112856504
57,11,GA,14347945.64,4774468.84,7736475.89,140590,4323,FALSE,0.11823371460724331
57,12,GA,19613708.05,5012730.87,11172903.37,140590,4323,FALSE,0.1676115399301052
58,1,WA,28103832.68,6173720.68,15678008.54,210260,4535,FALSE,0.21498290033229733
58,2,WA,24883438.27,5723630.14,14122394.02,210260,4535,FALSE,0.19399063978307687
58,3,WA,31841042.14,6763646.87,17705223.73,210260,4535,FALSE,0.22492704568243127
58,4,WA,24985562.95,5677473.54,13496331.86,210260,4535,FALSE,0.22418936732422115
58,5,WA,26441198.14,5723244.61,15176972.06,210260,4535,FALSE,0.2016066534419155
58,6,WA,31269020.9,7161485.79,18015423.64,210260,4535,FALSE,0.1881047535453852
58,7,WA,24135659.76,5050971.5,13027539.49,210260,4535,FALSE,0.2422510438140184
58,8,WA,28035958.89,5242942.49,15052949.86,210260,4535,FALSE,0.26857674351512073
58,9,WA,32292460.68,6555300.78,17115878.96,210260,4535,FALSE,0.26046392138860064
58,10,WA,27746665.4,6088183.67,14856941.33,210260,4535,FALSE,0.23755216365567292
58,11,WA,23751964.91,5307508.73,12905006.88,210260,4535,FALSE,0.22436835521579587
58,12,WA,28203892.13,6376244.89,15484648.55,210260,4535,FALSE,0.21744299197190264
59,1,WA,27033744.58,5237628.57,15306920.97,222640,4547,FALSE,0.23180492149193774
59,2,WA,25972386.56,6847508.44,14123781.01,222640,4547,FALSE,0.18398221122117772
59,3,WA,28704795.44,6143090.2,16224540.34,222640,4547,FALSE,0.21301405588417605
59,4,WA,24010817.44,5188706.42,12479004.98,222640,4547,FALSE,0.25490452606598146
59,5,WA,26812696.78,5854943.17,13720118.02,222640,4547,FALSE,0.2616296170265347
59,6,WA,32521909.44,7387727.34,15957305.81,222640,4547,FALSE,0.27532935317096807
59,7,WA,26492403.05,5412981.88,13221957.24,222640,4547,FALSE,0.2881891807092978
59,8,WA,25992530.08,6414060.74,14139159.93,222640,4547,FALSE,0.20069879284333203
59,9,WA,28188686.71,6760663.88,14736225.89,222640,4547,FALSE,0.22949479720547084
59,10,WA,26149304.09,5725562.17,13136114.24,222640,4547,FALSE,0.27017880306427694
59,11,WA,23358000.94,6101291.19,12016082.57,222640,4547,FALSE,0.21482947932444083
59,12,WA,33723915.27,6999923.37,18397747.01,222640,4547,FALSE,0.24029252905900803
60,1,NJ,19119639.45,5140249.4,10859407.55,87830,4516,FALSE,0.1585883723346048
60,2,NJ,19884482.23,3216161.08,11590655.11,87830,4516,FALSE,0.25094121045162365
60,3,NJ,19585306.82,4186175.51,12115267.75,87830,4516,FALSE,0.16318526890455937
60,4,NJ,12352809.06,4403599.53,7045772.79,87830,4516,FALSE,0.06602601368145815
60,5,NJ,18808300.28,5212712.86,10673061.54,87830,4516,FALSE,0.15071515436268879
60,6,NJ,21931603.28,6037916.45,12207699.65,87830,4516,FALSE,0.1640626603564936
60,7,NJ,19391053.14,5078271.21,11014563.49,87830,4516,FALSE,0.16556029302903552
60,8,NJ,20915432.24,5317491.22,11861737.66,87830,4516,FALSE,0.17443451888231212
60,9,NJ,20270698.39,5641806.1,11443657.46,87830,4516,FALSE,0.15280207767917955
60,10,NJ,18633566.5,4700360.16,10571104.64,87830,4516,FALSE,0.17571900151267333
60,11,NJ,20504043.82,4697558.22,11445394.18,87830,4516,FALSE,0.2084106655991336
60,12,NJ,29148478.18,5935263.39,16221359.49,87830,4516,FALSE,0.23685714421746867
61,1,GA,12885801.25,3986479.34,7583161.31,41510,4406,FALSE,0.09891900202946251
61,2,GA,14139663.79,3394956.46,8270205.17,41510,4406,FALSE,0.17206860050807463
61,3,GA,15331821.37,4114812.81,9361238.73,41510,4406,FALSE,0.118332961636899
61,4,GA,12720932.17,3523916.5,7982701,41510,4406,FALSE,0.09219486860922393
61,5,GA,13766915.97,3221946.2,8170655.33,41510,4406,FALSE,0.1694500384169919
61,6,GA,15236940.09,3870816.32,9829321.65,41510,4406,FALSE,0.09813598472972661
61,7,GA,15668458.72,4020082.81,9783978.61,41510,4406,FALSE,0.11634120066150327
61,8,GA,15777973.05,4050317.87,9559566.69,41510,4406,FALSE,0.13478147562180048
61,9,GA,19537435.68,4877409.61,11422908.51,41510,4406,FALSE,0.16356330545831388
61,10,GA,16092455.65,4702535.94,9838783.78,41510,4406,FALSE,0.09380954422577523
61,11,GA,14266776.24,4333838.74,8567909.17,41510,4406,FALSE,0.09276926389924232
61,12,GA,21318370.59,5184687.76,12727340.94,41510,4406,FALSE,0.1578371984760586
62,1,IL,7664190.836,2814088.15,4521485.86,102620,4371,FALSE,0.029487369356521638
62,2,IL,18330667.93,4778722.22,9746856.39,102620,4371,FALSE,0.20198223731610637
62,3,IL,21406859.18,4256951.28,11221527.73,102620,4371,FALSE,0.27214455521073777
62,4,IL,14073488.5,4525320.08,6899772.57,102620,4371,FALSE,0.18089159983326092
62,5,IL,14435739.58,4926656.56,7743855.68,102620,4371,FALSE,0.11517299344354062
62,6,IL,18165326,5961742.79,10118873.59,102620,4371,FALSE,0.10911390304803784
62,7,IL,17536956.48,4922928.36,9740959.43,102620,4371,FALSE,0.15797773651086813
62,8,IL,17523035.44,4598865.11,9313554.93,102620,4371,FALSE,0.20019336330235726
62,9,IL,20679535.87,4508663.83,11567069.21,102620,4371,FALSE,0.21766362931432656
62,10,IL,16352491.26,3805882.35,8565216.33,102620,4371,FALSE,0.2371976549828775
62,11,IL,12828642.52,3909401.32,6585733.15,102620,4371,FALSE,0.17389899566708006
62,12,IL,19638878.54,4775047.04,11145556.94,102620,4371,FALSE,0.18410697701682516
63,1,TX,72562182.27,13254066.97,38686459.39,348240,4535,FALSE,0.27939369070466624
63,2,TX,76134433.43,14257065.76,40774174.03,348240,4535,FALSE,0.272609287348052
63,3,TX,91269475.11,15932558.79,48306236.35,348240,4535,FALSE,0.29234790643686426
63,4,TX,74850342.89,11669405.11,40135825.4,348240,4535,FALSE,0.3032300388169939
63,5,TX,74342141.15,11546972.95,40204407.67,348240,4535,FALSE,0.29919128217091984
63,6,TX,95503708.52,14721850.56,52140537.6,348240,4535,FALSE,0.29625111734875686
63,7,TX,67427361.72,11148836.58,33603345.33,348240,4535,FALSE,0.3311258106570331
63,8,TX,73021864.36,12274187.72,37921223.56,348240,4535,FALSE,0.3078285288524233
63,9,TX,92457479.4,14529350.83,48490931.45,348240,4535,FALSE,0.3146198372351475
63,10,TX,76786582.36,13710997.3,40580251.28,348240,4535,FALSE,0.28842400715488753
63,11,TX,70964628.07,11564253.39,38711904.37,348240,4535,FALSE,0.2866249124836708
63,12,TX,97538135.92,16700252.76,53347012.79,348240,4535,FALSE,0.27827710786130017
64,1,GA,15828937.43,4442906.04,8687888.77,121080,4401,FALSE,0.16280705078256166
64,2,GA,15862389.72,4198322.47,8673083.98,121080,4401,FALSE,0.18092502584156653
64,3,GA,20396827.27,5273806.69,10409285.52,121080,4401,FALSE,0.22516516903366407
64,4,GA,14946576.27,4211294.44,7299425.79,121080,4401,FALSE,0.2217749389639985
64,5,GA,17283083.5,4707174.93,8546310.73,121080,4401,FALSE,0.22614702058229366
64,6,GA,20645894.71,5772061.64,11769762.16,121080,4401,FALSE,0.14448348942490563
64,7,GA,15131511.59,4611841.3,8171832.61,121080,4401,FALSE,0.14716029305833542
64,8,GA,17925358.21,4870252.76,10223836.23,121080,4401,FALSE,0.15119302991044667
64,9,GA,20747269.11,5884192.82,11990382.38,121080,4401,FALSE,0.13262535398809402
64,10,GA,16741571.52,4771250.1,9701773.54,121080,4401,FALSE,0.12827158295352198
64,11,GA,15640215.23,4352632.05,9055638.88,121080,4401,FALSE,0.13496389077505033
64,12,GA,15836970.39,5182281.42,8786466.43,121080,4401,FALSE,0.110320503036566
65,1,CA,43075150.32,10981366.67,23255176.75,226790,4543,FALSE,0.1999254056230534
65,2,CA,44010396.31,9835570.66,23055529.06,226790,4543,FALSE,0.2474984890677983
65,3,CA,57250611.16,13148621.75,30260018.86,226790,4543,FALSE,0.23781720883204627
65,4,CA,37404355.56,9026191.07,19099157.55,226790,4543,FALSE,0.24200970193108712
65,5,CA,55537291.99,10164910.97,30078947.55,226790,4543,FALSE,0.2712887670632715
65,6,CA,65880058.13,13501446.64,34732955.54,226790,4543,FALSE,0.2644027106902008
65,7,CA,52918285.96,11558373.89,28131802.52,226790,4543,FALSE,0.24568670950203242
65,8,CA,70397932.95,12079178.74,37459315.77,226790,4543,FALSE,0.2930859980598336
65,9,CA,65426084.49,12331938.85,36052147.57,226790,4543,FALSE,0.25701076567664854
65,10,CA,60791589.1,10863990.46,32156553.9,226790,4543,FALSE,0.2885967450388626
65,11,CA,53420117.39,10685220.93,29520380.59,226790,4543,FALSE,0.24312424802778967
65,12,CA,71902960.72,12776887.45,39092400.81,226790,4543,FALSE,0.27546685507333574
66,1,CA,11750789.77,8342790.85,11042628.75,33530,4311,FALSE,-0.6525654853920513
66,2,CA,30669851.62,9714868.45,19061347.77,33530,4311,FALSE,0.060649312003420844
66,3,CA,42491773.71,10361764.62,28306283.1,33530,4311,FALSE,0.08919834732876822
66,4,CA,18165874.1,9394500.16,15661144.91,33530,4311,FALSE,-0.3811157630999985
66,5,CA,30899932.7,8844356.55,18296946.26,33530,4311,FALSE,0.12055365706346657
66,6,CA,41673172.79,10852116.08,23797421.1,33530,4311,FALSE,0.1677363431199403
66,7,CA,42765650.01,8066998.47,25494218.41,33530,4311,FALSE,0.21444554514792932
66,8,CA,22989831.87,7307660.29,12733049.5,33530,4311,FALSE,0.1268209396435226
66,9,CA,38450480.18,9762165.21,22901692.52,33530,4311,FALSE,0.1496234227262646
66,10,CA,25389465.5,7154889.8,14802354.41,33530,4311,FALSE,0.1338622622835443
66,11,CA,35650972.65,8456546.86,20695743.01,33530,4311,FALSE,0.18134576140379155
66,12,CA,70726931.78,13144591.61,38846383.67,33530,4311,FALSE,0.2644314694461075
67,1,TX,19077359.5,4511455.02,8902614.04,133890,4594,FALSE,0.289840973013063
67,2,TX,24583255.98,4241249.53,11943847.09,133890,4594,FALSE,0.33617472668077386
67,3,TX,26567426.54,5524525.21,12275440.63,133890,4594,FALSE,0.3249682722186609
67,4,TX,20745853.36,4144078.71,9687916.02,133890,4594,FALSE,0.3268107853819323
67,5,TX,26522320.23,4220298.8,12965162.51,133890,4594,FALSE,0.3469895861369742
67,6,TX,23245929.62,4771962.86,10599503.94,133890,4594,FALSE,0.3329861591484936
67,7,TX,18670949.04,4618901.84,8619902.48,133890,4594,FALSE,0.2837699738052522
67,8,TX,20716620.99,4349458.21,9751172.54,133890,4594,FALSE,0.31289370226587315
67,9,TX,25927325.66,5510944.38,12380598.72,133890,4594,FALSE,0.30477082995840304
67,10,TX,18244411.6,4387713.77,8252582.04,133890,4594,FALSE,0.2998302115701008
67,11,TX,19435287.91,4413126.11,9139264.49,133890,4594,FALSE,0.29580252871077745
67,12,TX,24899859.73,4577075.94,11732322.06,133890,4594,FALSE,0.33962326782954927
68,1,WA,38125418.48,7685286,17840013.3,215760,4629,FALSE,0.32483208509558104
68,2,WA,37700211.09,6235402.93,17698443.56,215760,4629,FALSE,0.3594304702340064
68,3,WA,54215504.18,7744987.85,25492277.36,215760,4629,FALSE,0.38296201951874936
68,4,WA,37771491.74,7129914.02,17388604.18,215760,4629,FALSE,0.34516014431576175
68,5,WA,36477343.18,6567999.22,17039650.24,215760,4629,FALSE,0.34689844755299976
68,6,WA,42011300.53,8212253.34,20537482.96,215760,4629,FALSE,0.31053083492818967
68,7,WA,34911008.93,6623516.18,16329840.03,215760,4629,FALSE,0.3363378223626721
68,8,WA,34127743.48,5683688.23,15213204.24,215760,4629,FALSE,0.3813639485900167
68,9,WA,39826690.72,7055866.14,18950696.31,215760,4629,FALSE,0.34158922129998154
68,10,WA,28395528.22,6103339.78,13504504.35,215760,4629,FALSE,0.3018758455059301
68,11,WA,30556096.66,6044915.41,15192468.05,215760,4629,FALSE,0.2979095563575822
68,12,WA,43773363.79,7507563.7,21434205.34,215760,4629,FALSE,0.33389791152716886
69,1,WA,20521508.66,4961294.74,9750719.69,58610,4519,FALSE,0.2802369126598122
69,2,WA,17946177.16,4172380.34,9241292.57,58610,4519,FALSE,0.2492951122744851
69,3,WA,20081763.52,4622467.85,10583331.75,58610,4519,FALSE,0.23988699574129832
69,4,WA,15465424.16,3452081.09,8103856.28,58610,4519,FALSE,0.2489991060161133
69,5,WA,13512828.17,3779940.69,6889159.1,58610,4519,FALSE,0.20610921303530502
69,6,WA,25467125.91,5078656.26,13685907.5,58610,4519,FALSE,0.26088346888767544
69,7,WA,21875429.18,4622346.07,11415162.83,58610,4519,FALSE,0.2641918580177543
69,8,WA,24683051.76,5447813.86,9937609.89,58610,4519,FALSE,0.37430614738539936
69,9,WA,30349766.67,4333021.87,15103140.42,58610,4519,FALSE,0.35766319056185353
69,10,WA,19054846.89,4124942.95,9703817.16,58610,4519,FALSE,0.2711896248671459
69,11,WA,22163630.82,4402824.23,11133520.58,58610,4519,FALSE,0.29637183832138925
69,12,WA,19199579.69,5731574.83,10176268.97,58610,4519,FALSE,0.16839565981144666
70,1,GA,54508528.69,10060089.37,30552655.4,253420,4640,FALSE,0.25027943787634827
70,2,GA,56178240.41,9764364.1,30756155.01,253420,4640,FALSE,0.2742040545872625
70,3,GA,75931077.28,11700743.27,41778496.6,253420,4640,FALSE,0.2923495649632643
70,4,GA,56519233.77,9431923.82,31056877.06,253420,4640,FALSE,0.2791441397490128
70,5,GA,58707925.1,9459503.71,31579912.08,253420,4640,FALSE,0.2966394959511182
70,6,GA,70939808.94,12273582.51,39255909.67,253420,4640,FALSE,0.2700443805283245
70,7,GA,52097656.31,9820883.84,26052512.16,253420,4640,FALSE,0.30655583074539267
70,8,GA,63784936.7,10047894.94,35388114.02,253420,4640,FALSE,0.2836956290339942
70,9,GA,58920390.76,11702751.06,32384553.24,253420,4640,FALSE,0.24744687317820493
70,10,GA,53476639.21,10437623.52,29223786.07,253420,4640,FALSE,0.2536025042026944
70,11,GA,41829987.48,9012693.38,23298148.73,253420,4640,FALSE,0.2215091595337
70,12,GA,67914294.27,13400945.33,37332837.78,253420,4640,FALSE,0.24924195034265792
71,1,TX,47335027.73,12341775.58,25402400.52,427440,4343,FALSE,0.19358627362105488
71,2,TX,54929710.15,11132675.05,28560971.67,427440,4343,FALSE,0.26959223687074185
71,3,TX,56908177.14,14186910.21,29110719,427440,4343,FALSE,0.2316557758925961
71,4,TX,44203211.37,11507770.87,22497293.28,427440,4343,FALSE,0.22104066462988295
71,5,TX,43522598.32,10425938.91,23262187.72,427440,4343,FALSE,0.21614131630733027
71,6,TX,54590893.3,12068652.05,29476402.65,427440,4343,FALSE,0.23114475395477732
71,7,TX,48178509.11,10535132.74,24148364.52,427440,4343,FALSE,0.2712323833052707
71,8,TX,48455632.19,10327472.4,24183143.75,427440,4343,FALSE,0.2789681081240682
71,9,TX,53659554.77,14483293.62,29314843.75,427440,4343,FALSE,0.17581169729112917
71,10,TX,42616496.96,12339822.38,22731720.77,427440,4343,FALSE,0.16701311270798544
71,11,TX,42675869,9026468.53,22997513.06,427440,4343,FALSE,0.23958381280999808
71,12,TX,51242399.47,10729533.3,26727056.99,427440,4343,FALSE,0.260689767032098
72,1,NJ,12768378.36,3649440.56,7901146.31,42380,4380,FALSE,0.09205644263192082
72,2,NJ,11955201.37,3428700.48,7718297.89,42380,4380,FALSE,0.064057724859552
72,3,NJ,11328713.81,4120091.5,6791038.59,42380,4380,FALSE,0.033119710347771655
72,4,NJ,8066817.789,3232337.63,4782689.17,42380,4380,FALSE,0.0011666296730828587
72,5,NJ,10795498.38,3131404.08,6114057.7,42380,4380,FALSE,0.13965604430019843
72,6,NJ,16149496.42,4133168.86,9389354.91,42380,4380,FALSE,0.16004168692214865
72,7,NJ,11255195.36,3058807.07,6634795.13,42380,4380,FALSE,0.13497883523187457
72,8,NJ,11214121.39,3790933.51,6637838.41,42380,4380,FALSE,0.06625302546328159
72,9,NJ,16796053.54,4317278.91,9562371.12,42380,4380,FALSE,0.17111302385143504
72,10,NJ,12321415.71,3287618.29,7398220.18,42380,4380,FALSE,0.12930309937574552
72,11,NJ,10770697.2,3229997.24,6816865.29,42380,4380,FALSE,0.06326931835016206
72,12,NJ,14543074.89,4283340.81,9256046.17,42380,4380,FALSE,0.06610073297917274
73,1,GA,17808738.93,4784798.22,11117226.24,131170,4446,FALSE,0.09970074113495922
73,2,GA,22729105.98,4207884.41,13655095.92,131170,4446,FALSE,0.20832124475843553
73,3,GA,24024154.89,5269815.62,14319974.62,131170,4446,FALSE,0.1791195015892607
73,4,GA,14403272.87,4279088.45,8960901.05,131170,4446,FALSE,0.0716582529065144
73,5,GA,13805671.86,3615132.24,9131149.8,131170,4446,FALSE,0.06723467205456225
73,6,GA,21347755.3,4876191.19,12675200.81,131170,4446,FALSE,0.17168986848935816
73,7,GA,17442679.74,3892470.02,9873616.2,131170,4446,FALSE,0.20326140093425804
73,8,GA,18354817.01,4004382.69,10491586.51,131170,4446,FALSE,0.20308989231377808
73,9,GA,26190473.31,5225471.34,15616861.81,131170,4446,FALSE,0.19919342801674625
73,10,GA,13813719.25,3915581.75,8349226.94,131170,4446,FALSE,0.10263279094802796
73,11,GA,22181304.31,4627186.85,12984422.49,131170,4446,FALSE,0.20010207280727763
73,12,GA,27419126.69,5387882.74,16688919.57,131170,4446,FALSE,0.19005544702124144
74,1,CO,22164671,4851206.57,12471846.88,220940,4344,FALSE,0.20847038740164467
74,2,CO,17463845.6,4313912.32,9672823.37,220940,4344,FALSE,0.18645205555413302
74,3,CO,19922553.06,5210497.35,10831056.06,220940,4344,FALSE,0.18371438836062504
74,4,CO,22033022.59,4329644.49,12391674.05,220940,4344,FALSE,0.23105155133415586
74,5,CO,18953247.28,5124163.74,10093596.41,220940,4344,FALSE,0.18543245271266257
74,6,CO,25054976.46,5424093.28,13796273.92,220940,4344,FALSE,0.22405406243195486
74,7,CO,15763119.27,4420385.88,7591731.75,220940,4344,FALSE,0.22394435895174197
74,8,CO,16149356.33,4008676.08,8631670.81,220940,4344,FALSE,0.20360374573517132
74,9,CO,17214543.64,4696591.22,9779466.53,220940,4344,FALSE,0.14624528785939994
74,10,CO,16442692.96,3866254.88,9762839.64,220940,4344,FALSE,0.1576784560964034
74,11,CO,16602770.54,4337105.57,9661365.44,220940,4344,FALSE,0.14355191648634322
74,12,CO,12969614.96,5719440.99,7697201.86,220940,4344,FALSE,-0.05150252278576508
75,1,IL,33896526.7,7642440.48,18797798.75,182092.38503166195,4691,TRUE,0.21460001342758048
75,2,IL,47679576.54,7774612.84,24586373.08,182092.38503166195,4691,TRUE,0.3174629334694243
75,3,IL,51784928.06,8602068.96,27990529.79,182092.38503166195,4691,TRUE,0.2898572516616592
75,4,IL,40385603.43,6654459.05,21494265.55,182092.38503166195,4691,TRUE,0.2984921710000642
75,5,IL,50268562.76,7326993.23,26640844.88,182092.38503166195,4691,TRUE,0.3206503504371992
75,6,IL,56032443.65,9261862.1,27938123.73,182092.38503166195,4691,TRUE,0.33284940331115354
75,7,IL,50128828.43,7735762.86,27224971.95,182092.38503166195,4691,TRUE,0.29894976013442687
75,8,IL,48950207.15,7368129.25,27042074.75,182092.38503166195,4691,TRUE,0.2933166497328773
75,9,IL,52013277.52,8081741.12,28259313.1,182092.38503166195,4691,TRUE,0.2978110908125741
75,10,IL,47476089.08,6814562.27,26305385.41,182092.38503166195,4691,TRUE,0.2985513189825774
75,11,IL,36833113.15,6890980.53,20075573.78,182092.38503166195,4691,TRUE,0.26292826282505893
75,12,IL,52762929.05,8420457.79,28803750.04,182092.38503166195,4691,TRUE,0.2910495893890928
76,1,TX,39269254.37,8493632.02,20439946.48,214390,4496,FALSE,0.2577407193586089
76,2,TX,33679870.63,8535164.5,18494892.89,214390,4496,FALSE,0.19107624582939206
76,3,TX,40122191.8,8594244.06,21866811.69,214390,4496,FALSE,0.23544940159525368
76,4,TX,32484005.27,7546942.14,17279863.9,214390,4496,FALSE,0.2291222762752618
76,5,TX,35226680.13,7185518,18670074.58,214390,4496,FALSE,0.2599364321647191
76,6,TX,45039902.93,10294713.21,23090247.35,214390,4496,FALSE,0.25400925902928
76,7,TX,46536935.49,9919832.95,22977451.99,214390,4496,FALSE,0.2884861327597488
76,8,TX,40964400.77,8259147.25,20620097.1,214390,4496,FALSE,0.28978249887383867
76,9,TX,57713183.5,10476351.57,29646125.25,214390,4496,FALSE,0.30108054392806105
76,10,TX,43936404.25,8756427.86,22944271.56,214390,4496,FALSE,0.2736071609683444
76,11,TX,41821777.96,8223595.75,22287392.62,214390,4496,FALSE,0.265325869230453
76,12,TX,64367860.18,11930027.27,34810861.27,214390,4496,FALSE,0.2705167080481934
77,1,NJ,22563669.88,5375544.92,12519156.52,193700,4422,FALSE,0.19833956372348777
77,2,NJ,22895916.78,5402211.24,12342880.41,193700,4422,FALSE,0.21650695089572206
77,3,NJ,28609258.41,6343412.67,16392751.68,193700,4422,FALSE,0.1985159481804269
77,4,NJ,19310877.75,5116530.74,10824827.42,193700,4422,FALSE,0.16445754724950293
77,5,NJ,19574580.76,5068087.19,10945048.06,193700,4422,FALSE,0.17204687810642028
77,6,NJ,23782390.26,5950134.05,13249005.25,193700,4422,FALSE,0.1845714796541229
77,7,NJ,20098637.7,5507743.79,11241209.4,193700,4422,FALSE,0.15702479725777632
77,8,NJ,20486333.46,5439858.36,11650214.98,193700,4422,FALSE,0.1563266616865857
77,9,NJ,26364996.93,6499515.29,15692473.6,193700,4422,FALSE,0.15093148125771472
77,10,NJ,23135660.62,5348651.63,12340054.05,193700,4422,FALSE,0.22706310514681127
77,11,NJ,21706472.76,5593516.04,12422625.23,193700,4422,FALSE,0.1610870420386072
77,12,NJ,25625122.21,6595174.55,14412816.47,193700,4422,FALSE,0.17262088171715295
78,1,GA,24728917.91,6223318.81,13857969.8,225320,4466,FALSE,0.17883149259077308
78,2,GA,28039916.92,6969395.4,15199882.97,225320,4466,FALSE,0.2013315005927629
78,3,GA,34553689.48,4968447.26,19960093.25,225320,4466,FALSE,0.2720354645613375
78,4,GA,31221063.94,5490009.57,16975212.65,225320,4466,FALSE,0.2732296931454285
78,5,GA,28429999.87,5954673.31,16343997.48,225320,4466,FALSE,0.20773862493865716
78,6,GA,29237953.96,6821296.28,15116386.91,225320,4466,FALSE,0.24197831283540333
78,7,GA,21440047.25,6088651.63,12178444.81,225320,4466,FALSE,0.1374824773298949
78,8,GA,27521334.68,6741792.37,15663149.31,225320,4466,FALSE,0.1777193241850434
78,9,GA,30584910.47,7969395.07,17006204.77,225320,4466,FALSE,0.17603421253369453
78,10,GA,27397963.08,6314904.26,15495464.29,225320,4466,FALSE,0.19571799970467008
78,11,GA,23575507.87,5135904.4,12993342.58,225320,4466,FALSE,0.2214561365459992
78,12,GA,30170537.27,7124576.67,17759691.15,225320,4466,FALSE,0.1677447572348122
79,1,CA,21061719.48,3774984.2,11181017.92,82290,4673,FALSE,0.2859893450636729
79,2,CA,17649895.83,3706951.22,9350008.12,82290,4673,FALSE,0.25556221597258
79,3,CA,22133392.4,4670077.92,11398227.51,82290,4673,FALSE,0.2703063706582999
79,4,CA,20048020.2,3691859.9,10474964.7,82290,4673,FALSE,0.28925078597037723
79,5,CA,12601779.92,3575106.13,6512297.22,82290,4673,FALSE,0.19299548043527484
79,6,CA,18654063.64,4431201.56,8989173.92,82290,4673,FALSE,0.27615420743788144
79,7,CA,21508046.02,4236575.44,7630826.1,82290,4673,FALSE,0.44440831450294616
79,8,CA,20633751.9,5682607.13,7444971.4,82290,4673,FALSE,0.35979318768488244
79,9,CA,19108485.64,3312405.68,8277674.67,82290,4673,FALSE,0.38915251737342804
79,10,CA,27676682.9,4505528.65,12688659.62,82290,4673,FALSE,0.37577496796048493
79,11,CA,26916043.56,4374999.91,11588808.66,82290,4673,FALSE,0.4038463144023831
79,12,CA,30733580.55,5131644.53,14924128.68,82290,4673,FALSE,0.3447537563272952
80,1,CO,19137160.72,4503221.74,10143721.5,130370,4565,FALSE,0.22782102025425216
80,2,CO,17381182.51,4167954.34,8849142.19,130370,4565,FALSE,0.24358043404493324
80,3,CO,28882675.61,4973378.84,11268687.12,130370,4565,FALSE,0.43313991469919777
80,4,CO,22307512.15,4450439.03,9140397.38,130370,4565,FALSE,0.3849064692765391
80,5,CO,22498409.51,5069486.54,10858000.72,130370,4565,FALSE,0.2862670024357647
80,6,CO,21165329.22,5359272.52,10932205.88,130370,4565,FALSE,0.22411561713472836
80,7,CO,19870482.47,4396573.58,9975492.49,130370,4565,FALSE,0.27015178962587105
80,8,CO,14843380.77,4002751.16,7365289.38,130370,4565,FALSE,0.22535096834277327
80,9,CO,21452380.98,5024932.48,10902961.4,130370,4565,FALSE,0.251446079809459
80,10,CO,16965691.08,4019979.47,8828931.59,130370,4565,FALSE,0.23496891468803038
80,11,CO,20169096.09,4269813.52,10244920.21,130370,4565,FALSE,0.27388398247251344
80,12,CO,26407198.44,4927148.32,14201369.72,130370,4565,FALSE,0.270695523277175
81,1,TX,53034111.52,7516526.87,26372054.86,154851.75924388273,4767,TRUE,0.35808421196222806
81,2,TX,48424925.81,6518369.67,24307380.41,154851.75924388273,4767,TRUE,0.36023439745061564
